latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.85413,8.592234,467.0,7200,Europe/Zurich,CEST

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm)
2018-04-22,21.7,8.0,14.3,0.00,0.00
2018-04-23,19.0,7.5,13.0,3.10,0.00
2018-04-24,17.9,6.2,12.6,2.20,0.00
2018-04-25,19.9,6.3,13.5,1.70,0.00
2018-04-26,13.2,7.4,10.0,14.70,0.00
2018-04-27,17.9,4.9,11.0,0.00,0.00
2018-04-28,20.0,8.5,13.7,0.30,0.00
2018-04-29,19.2,10.9,14.6,1.60,0.00
2018-04-30,15.9,8.0,12.4,8.20,0.63
2018-05-01,11.3,7.7,9.2,6.30,3.64
2018-05-02,15.8,7.1,10.8,5.90,0.00
2018-05-03,14.0,8.9,11.2,8.30,0.14
2018-05-04,19.1,11.1,14.3,1.50,0.00
2018-05-05,21.2,11.5,16.5,1.00,0.00
2018-05-06,22.0,9.1,16.2,1.00,0.00
2018-05-07,21.2,10.6,16.6,0.50,0.00
2018-05-08,21.2,10.3,16.1,2.50,0.00
2018-05-09,19.3,10.8,15.6,2.30,0.00
2018-05-10,16.3,8.8,12.5,13.40,0.00
2018-05-11,21.0,8.9,15.0,16.10,0.00
2018-05-12,22.5,9.2,16.5,0.10,0.00
2018-05-13,17.9,12.5,15.4,3.70,0.00
2018-05-14,16.4,10.3,12.5,12.20,0.00
2018-05-15,14.3,9.4,11.4,15.70,0.77
2018-05-16,14.0,8.5,11.4,8.20,0.14
2018-05-17,15.1,8.3,12.1,2.60,0.07
2018-05-18,18.1,7.8,13.5,2.50,0.00
2018-05-19,17.6,8.5,13.6,3.90,0.00
2018-05-20,19.0,9.3,14.5,0.50,0.00
2018-05-21,21.4,10.0,15.9,2.10,0.00
2018-05-22,20.3,10.0,15.9,6.60,0.00
2018-05-23,19.4,11.7,16.0,5.00,0.00
2018-05-24,21.2,10.6,16.2,9.00,0.00
2018-05-25,23.2,11.7,18.5,0.00,0.00
2018-05-26,26.4,13.2,19.6,1.30,0.00
2018-05-27,25.7,14.9,20.4,2.00,0.00
2018-05-28,25.2,14.6,20.1,0.00,0.00
2018-05-29,22.3,16.8,19.5,5.00,0.00
2018-05-30,25.1,12.7,19.2,0.30,0.00
2018-05-31,24.0,14.5,19.5,6.90,0.00
2018-06-01,20.5,15.3,17.5,4.90,0.00
2018-06-02,22.4,12.7,18.0,0.10,0.00
2018-06-03,23.4,13.0,19.1,3.30,0.00
2018-06-04,24.7,15.7,20.7,2.00,0.00
2018-06-05,21.9,14.0,19.0,1.40,0.00
2018-06-06,23.3,14.4,19.6,9.10,0.00
2018-06-07,21.6,17.3,19.3,22.90,0.00
2018-06-08,22.7,13.2,18.7,8.70,0.00
2018-06-09,23.1,13.7,19.2,8.30,0.00
2018-06-10,25.3,13.4,19.8,1.40,0.00
