latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.502636,6.7897267,461.0,7200,Europe/Zurich,CEST

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm)
2018-04-23,19.3,11.8,15.1,3.30,0.00
2018-04-24,19.6,10.0,14.7,0.00,0.00
2018-04-25,20.5,11.1,15.6,0.30,0.00
2018-04-26,14.9,9.5,12.3,1.00,0.00
2018-04-27,19.3,7.1,12.9,0.00,0.00
2018-04-28,19.9,11.7,14.9,0.50,0.00
2018-04-29,22.6,9.6,15.2,2.30,0.00
2018-04-30,13.4,8.2,10.7,5.00,0.00
2018-05-01,11.7,7.7,9.3,2.90,0.00
2018-05-02,14.4,6.7,10.9,0.00,0.00
2018-05-03,13.5,9.8,11.4,4.90,0.00
2018-05-04,18.9,10.4,14.5,0.00,0.00
2018-05-05,21.5,11.8,16.3,0.00,0.00
2018-05-06,23.6,10.1,16.8,0.00,0.00
2018-05-07,22.8,11.6,16.8,1.20,0.00
2018-05-08,20.7,11.0,16.0,2.60,0.00
2018-05-09,19.1,12.0,15.1,5.40,0.00
2018-05-10,13.5,11.6,12.6,20.00,0.00
2018-05-11,18.7,9.6,14.1,0.00,0.00
2018-05-12,21.1,12.0,16.2,2.40,0.00
2018-05-13,14.9,8.1,11.1,17.60,0.00
2018-05-14,13.8,7.8,10.1,11.60,0.00
2018-05-15,15.2,9.7,11.9,14.30,0.00
2018-05-16,13.6,8.6,11.5,6.40,0.00
2018-05-17,17.8,8.9,13.4,0.10,0.00
2018-05-18,19.7,8.9,14.5,0.00,0.00
2018-05-19,18.8,10.6,14.5,1.30,0.00
2018-05-20,19.3,9.4,14.4,0.00,0.00
2018-05-21,19.9,10.9,15.4,0.10,0.00
2018-05-22,19.9,12.0,16.1,12.30,0.00
2018-05-23,17.6,13.7,15.4,9.80,0.00
2018-05-24,20.6,11.3,16.0,0.00,0.00
2018-05-25,23.4,11.6,18.1,0.20,0.00
2018-05-26,23.9,13.2,19.1,0.00,0.00
2018-05-27,25.1,12.9,19.2,0.00,0.00
2018-05-28,23.7,14.6,18.7,3.70,0.00
2018-05-29,21.9,15.8,18.3,17.70,0.00
2018-05-30,23.0,13.2,17.9,1.70,0.00
2018-05-31,21.1,13.5,16.6,10.10,0.00
2018-06-01,20.8,13.9,17.2,0.90,0.00
2018-06-02,23.4,13.0,18.4,0.30,0.00
2018-06-03,23.2,14.2,18.3,14.40,0.00
2018-06-04,21.5,15.7,18.3,9.20,0.00
2018-06-05,22.1,15.2,18.8,12.50,0.00
2018-06-06,21.3,15.8,18.6,8.40,0.00
2018-06-07,22.0,15.8,18.7,11.20,0.00
2018-06-08,21.9,15.7,18.4,11.80,0.00
2018-06-09,23.4,16.0,19.5,1.00,0.00
2018-06-10,23.8,15.8,20.3,0.10,0.00
2018-06-11,22.5,17.0,19.5,11.60,0.00
2018-06-12,21.6,15.6,17.9,11.20,0.00
2018-06-13,16.2,14.1,15.3,7.30,0.00
2018-06-14,20.6,11.7,15.9,0.00,0.00
2018-06-15,22.1,13.8,17.6,0.40,0.00
2018-06-16,24.1,13.1,18.7,0.20,0.00
2018-06-17,22.0,16.3,17.9,6.50,0.00
2018-06-18,22.9,15.6,18.9,0.60,0.00
2018-06-19,25.3,15.2,20.1,0.00,0.00
2018-06-20,26.9,15.2,21.0,0.00,0.00
2018-06-21,26.3,18.9,22.3,0.50,0.00
2018-06-22,19.2,13.1,16.4,0.00,0.00
2018-06-23,21.1,11.3,16.2,0.00,0.00
2018-06-24,21.0,13.4,17.1,0.70,0.00
2018-06-25,22.3,14.1,18.0,0.00,0.00
2018-06-26,24.8,13.6,19.0,0.00,0.00
2018-06-27,23.9,14.7,19.7,0.00,0.00
2018-06-28,22.7,14.0,18.5,0.00,0.00
2018-06-29,24.8,14.1,19.6,0.00,0.00
2018-06-30,28.8,15.8,22.2,0.00,0.00
2018-07-01,30.4,17.8,24.2,0.00,0.00
2018-07-02,27.5,19.7,23.3,0.20,0.00
2018-07-03,26.5,19.0,22.3,2.30,0.00
2018-07-04,26.2,19.5,22.5,1.60,0.00
2018-07-05,20.5,16.5,19.0,17.20,0.00
2018-07-06,21.2,16.1,18.2,5.60,0.00
2018-07-07,24.6,16.4,20.6,0.20,0.00
2018-07-08,26.5,15.8,21.2,0.00,0.00
2018-07-09,26.5,16.8,21.5,0.00,0.00
2018-07-10,24.8,15.8,20.3,0.00,0.00
2018-07-11,22.7,15.3,18.8,0.00,0.00
2018-07-12,24.6,14.6,19.6,0.00,0.00
2018-07-13,25.5,16.0,20.9,0.00,0.00
2018-07-14,27.1,18.9,22.7,0.50,0.00
2018-07-15,25.3,17.5,21.6,0.90,0.00
2018-07-16,26.5,16.6,21.7,0.00,0.00
2018-07-17,24.1,17.1,20.8,1.40,0.00
2018-07-18,27.8,17.8,22.4,0.00,0.00
2018-07-19,27.3,18.2,23.2,0.00,0.00
2018-07-20,26.0,18.4,21.9,8.00,0.00
2018-07-21,21.9,17.0,18.8,20.90,0.00
2018-07-22,24.1,16.1,20.3,0.80,0.00
2018-07-23,25.8,17.1,21.6,0.00,0.00
2018-07-24,26.7,16.7,21.7,0.00,0.00
2018-07-25,26.5,20.2,23.2,1.50,0.00
2018-07-26,30.8,19.2,24.5,0.00,0.00
2018-07-27,29.5,17.3,23.8,0.00,0.00
2018-07-28,23.1,19.8,21.4,11.70,0.00
2018-07-29,26.8,17.9,22.5,0.00,0.00
2018-07-30,30.5,19.8,25.2,0.00,0.00
2018-07-31,30.3,19.9,25.5,0.00,0.00
2018-08-01,29.5,20.7,25.2,1.80,0.00
2018-08-02,29.0,20.2,24.6,0.00,0.00
2018-08-03,31.0,20.7,25.4,0.00,0.00
2018-08-04,30.7,21.7,26.2,0.20,0.00
2018-08-05,31.0,21.3,26.2,0.00,0.00
2018-08-06,28.6,21.2,25.4,0.10,0.00
2018-08-07,28.2,21.7,25.0,0.80,0.00
2018-08-08,26.5,20.5,23.8,0.30,0.00
2018-08-09,25.9,19.1,21.2,14.60,0.00
2018-08-10,22.1,16.2,19.2,6.80,0.00
2018-08-11,24.0,15.9,20.0,0.00,0.00
2018-08-12,25.1,16.8,20.9,0.00,0.00
2018-08-13,21.9,18.1,20.4,25.80,0.00
2018-08-14,20.8,17.0,18.7,23.20,0.00
2018-08-15,25.2,16.3,20.4,0.00,0.00
2018-08-16,25.8,17.1,21.5,0.00,0.00
2018-08-17,24.0,18.6,21.2,4.80,0.00
2018-08-18,24.9,17.5,21.0,0.40,0.00
2018-08-19,26.6,17.9,22.2,1.60,0.00
2018-08-20,27.6,18.7,22.9,0.00,0.00
2018-08-21,27.6,19.7,23.1,1.30,0.00
2018-08-22,26.9,19.3,23.6,0.00,0.00
2018-08-23,26.4,19.7,22.7,2.40,0.00
2018-08-24,22.7,16.5,19.6,15.60,0.00
2018-08-25,17.2,12.2,15.3,4.50,0.00
2018-08-26,18.8,11.1,14.7,0.10,0.00
2018-08-27,23.3,14.3,19.0,0.00,0.00
2018-08-28,25.7,16.0,20.8,0.00,0.00
2018-08-29,24.2,18.4,20.1,12.40,0.00
2018-08-30,19.5,14.7,17.4,7.50,0.00
2018-08-31,18.3,14.1,16.3,3.20,0.00
2018-09-01,16.4,12.7,14.6,1.00,0.00
2018-09-02,18.7,12.3,15.2,0.00,0.00
2018-09-03,19.9,13.3,16.3,0.70,0.00
2018-09-04,23.4,13.8,18.2,0.00,0.00
2018-09-05,23.8,15.4,19.1,0.00,0.00
2018-09-06,21.3,16.7,18.7,6.00,0.00
2018-09-07,20.8,15.3,18.2,4.00,0.00
2018-09-08,22.1,14.6,18.1,0.00,0.00
2018-09-09,24.6,15.5,19.5,0.00,0.00
2018-09-10,26.2,16.0,20.6,0.00,0.00
2018-09-11,25.8,15.8,20.4,0.00,0.00
2018-09-12,26.2,16.5,21.3,0.50,0.00
2018-09-13,23.7,17.5,20.6,13.10,0.00
2018-09-14,21.3,16.8,19.0,9.00,0.00
2018-09-15,22.6,15.9,18.7,0.30,0.00
2018-09-16,22.2,16.0,18.7,0.00,0.00
2018-09-17,24.4,16.6,20.1,0.00,0.00
2018-09-18,25.0,17.4,20.3,0.50,0.00
2018-09-19,25.5,16.8,21.3,0.00,0.00
2018-09-20,25.9,16.8,21.1,0.00,0.00
2018-09-21,24.6,16.2,20.2,4.50,0.00
2018-09-22,18.8,11.7,15.2,0.60,0.00
2018-09-23,24.1,17.1,20.0,8.50,0.00
2018-09-24,14.1,10.5,12.3,10.60,0.00
2018-09-25,16.6,8.1,11.8,0.00,0.00
2018-09-26,19.6,8.9,14.0,0.00,0.00
2018-09-27,21.9,12.4,17.5,0.00,0.00
2018-09-28,22.7,13.1,18.4,0.00,0.00
2018-09-29,18.0,12.3,15.0,0.00,0.00
2018-09-30,19.6,13.0,16.2,5.00,0.00
2018-10-01,14.4,8.5,11.0,20.70,0.00
2018-10-02,13.6,8.0,10.4,0.40,0.00
2018-10-03,18.1,10.3,14.2,0.00,0.00
2018-10-04,18.2,11.9,14.3,0.00,0.00
2018-10-05,20.8,13.1,16.9,0.00,0.00
2018-10-06,19.1,13.5,16.4,0.00,0.00
2018-10-07,18.0,13.6,15.5,4.70,0.00
2018-10-08,19.4,13.0,15.4,0.00,0.00
2018-10-09,20.7,12.4,16.0,0.00,0.00
2018-10-10,20.4,12.6,16.5,0.00,0.00
2018-10-11,20.0,14.0,16.5,4.10,0.00
2018-10-12,20.8,12.5,16.4,0.00,0.00
2018-10-13,21.1,13.5,16.7,0.00,0.00
2018-10-14,20.1,12.4,16.2,0.00,0.00
2018-10-15,22.1,11.3,16.2,0.00,0.00
2018-10-16,21.1,11.9,15.8,0.00,0.00
2018-10-17,20.2,11.2,14.7,0.00,0.00
2018-10-18,19.5,11.6,14.8,0.00,0.00
2018-10-19,18.8,12.1,14.7,0.00,0.00
2018-10-20,17.9,10.9,14.0,0.00,0.00
2018-10-21,16.2,10.2,12.7,0.00,0.00
2018-10-22,14.9,8.7,11.1,0.00,0.00
2018-10-23,16.3,7.5,11.2,0.00,0.00
2018-10-24,17.3,9.2,13.1,0.00,0.00
2018-10-25,17.9,9.8,13.1,0.00,0.00
2018-10-26,15.7,10.5,13.5,0.00,0.00
2018-10-27,12.8,4.9,8.7,24.00,0.00
2018-10-28,6.3,3.7,4.7,4.20,0.70
2018-10-29,6.9,4.2,5.5,6.70,0.00
2018-10-30,8.0,3.9,5.2,3.50,0.00
2018-10-31,12.2,5.3,8.2,0.00,0.00
2018-11-01,11.9,7.1,9.4,9.40,0.00
2018-11-02,12.2,8.6,10.2,0.20,0.00
2018-11-03,12.5,8.2,10.1,0.00,0.00
2018-11-04,14.1,8.1,10.7,0.00,0.00
2018-11-05,16.2,8.4,11.8,0.00,0.00
2018-11-06,15.4,8.9,11.0,3.00,0.00
2018-11-07,11.2,7.8,9.8,5.10,0.00
2018-11-08,11.8,8.7,10.3,8.80,0.00
2018-11-09,13.4,8.2,10.5,0.00,0.00
2018-11-10,12.1,6.6,10.0,0.90,0.00
2018-11-11,12.9,8.6,11.1,10.30,0.00
2018-11-12,16.2,7.7,11.5,1.30,0.00
2018-11-13,12.3,8.2,10.6,11.90,0.00
2018-11-14,12.1,8.2,10.7,0.00,0.00
2018-11-15,12.5,7.2,10.3,0.00,0.00
2018-11-16,11.2,6.2,8.6,0.00,0.00
2018-11-17,8.1,4.3,6.5,0.00,0.00
2018-11-18,6.5,2.5,4.4,0.00,0.00
2018-11-19,3.4,1.6,2.3,0.10,1.68
2018-11-20,5.1,1.7,3.5,0.00,0.14
2018-11-21,7.4,1.0,4.6,1.80,0.70
2018-11-22,9.1,4.9,7.4,0.00,0.00
2018-11-23,8.4,3.0,6.0,4.50,0.00
