time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm),canton
2019-10-03,12.8,6.2,9.5,3.7,0,Nidwalden
2019-10-04,15,5.9,11,6.6,0,Nidwalden
2019-10-05,15,10.8,12.3,1.5,0,Nidwalden
2019-10-06,15.3,11.8,13.5,10.6,0,Nidwalden
2019-10-07,14.7,8.2,11.3,7.9,0,Nidwalden
2019-10-08,21.4,6.3,13.8,0,0,Nidwalden
2019-10-09,16.8,9.2,13.8,46.5,0,Nidwalden
2019-10-10,14.9,9.4,12,0.2,0,Nidwalden
2019-10-11,19.8,6,12.1,0,0,Nidwalden
2019-10-12,23.2,7.2,14.4,0,0,Nidwalden
2019-10-13,25.2,10.5,17.1,0,0,Nidwalden
2019-10-14,24.4,9.4,15.9,0,0,Nidwalden
2019-10-15,18.5,10.2,14,30.1,0,Nidwalden
2019-10-16,16.5,7.6,11.7,0.1,0,Nidwalden
2019-10-17,19.1,7,12.9,0.5,0,Nidwalden
2019-10-18,18.8,10.4,14,0.2,0,Nidwalden
2019-10-19,16.1,10.3,13,4.3,0,Nidwalden
2019-10-20,22.5,10.5,16.6,0.3,0,Nidwalden
2019-10-21,16.4,12.4,14.5,21.3,0,Nidwalden
2019-10-22,16.5,10,13.2,0.3,0,Nidwalden
2019-10-23,24.5,12.6,17.3,0,0,Nidwalden
2019-10-24,19,11.4,15.3,3.2,0,Nidwalden
2019-10-25,15.9,9,13.6,0.2,0,Nidwalden
2019-10-26,21.8,8.4,14.1,0,0,Nidwalden
2019-10-27,20.9,9.1,14.3,0.6,0,Nidwalden
2019-10-28,15.1,11.9,13,14,0,Nidwalden
2019-10-29,12.5,8.8,10.6,20,0,Nidwalden
2019-10-30,12.3,8.5,9.9,10.1,0,Nidwalden
2019-10-31,13.8,8.4,11,2.3,0,Nidwalden
2019-11-01,15.7,10.6,12.7,0.9,0,Nidwalden
2019-11-02,16.9,9.7,12.5,3.1,0,Nidwalden
2019-11-03,13.3,9.5,11.1,12.4,0,Nidwalden
2019-11-04,15.6,6.9,11.1,3.6,0,Nidwalden
2019-11-05,11.1,6.5,9.3,8.5,0,Nidwalden
2019-11-06,9.1,5.7,7,3.3,0.14,Nidwalden
2019-11-07,10.1,1.2,5.6,2.6,0.21,Nidwalden
2019-11-08,5.6,1.4,4.4,1.4,10.15,Nidwalden
2019-11-09,6.7,-2.2,3.4,0.2,0.21,Nidwalden
2019-11-10,7.9,-5.7,2.3,0,0,Nidwalden
2019-11-11,10,-0.9,4.7,1.8,0,Nidwalden
2019-11-12,7.8,2.1,5.2,1,0.35,Nidwalden
2019-11-13,7.2,1.4,4.1,0,0.07,Nidwalden
2019-11-14,10.2,-0.8,4.2,0,0,Nidwalden
2019-11-15,6.2,2.1,4.2,0,8.68,Nidwalden
2019-11-16,7.3,1.6,4.3,0,0,Nidwalden
2019-11-17,4.1,2.5,3.2,0.2,8.54,Nidwalden
2019-11-18,6.6,-0,3.1,0,0.7,Nidwalden
2019-11-19,3.2,1.1,2.6,0,0,Nidwalden
2019-11-20,7.3,1.5,3.9,0,0,Nidwalden
2019-11-21,9.7,0.9,5,0,0,Nidwalden
2019-11-22,10.1,2.3,5.8,0,0,Nidwalden
2019-11-23,13.2,7,9.3,2.4,0,Nidwalden
2019-11-24,12.2,5.1,8,1.2,0,Nidwalden
2019-11-25,12.6,4,7.9,2.3,0,Nidwalden
2019-11-26,12.1,5.7,8.9,1.8,0,Nidwalden
2019-11-27,12.3,5.5,9,5.2,0.07,Nidwalden
2019-11-28,9.4,6,7.7,7,0.07,Nidwalden
2019-11-29,7.9,5.3,6.3,9.3,5.67,Nidwalden
2019-11-30,6.3,2.9,4.5,1.4,2.52,Nidwalden
2019-12-01,7.9,2.8,5.3,2.4,0.49,Nidwalden
2019-12-02,5,1,3.1,0.8,3.64,Nidwalden
2019-12-03,2.4,-0.4,0.7,0,0,Nidwalden
2019-12-04,9.6,-0,4.3,0,0,Nidwalden
2019-12-05,13.9,-0.2,4.4,0,0,Nidwalden
2019-12-06,13.3,0.2,4.7,0,0,Nidwalden
2019-12-07,10.2,4.7,7,0.5,0.07,Nidwalden
2019-12-08,11.6,1.7,5.8,0,0,Nidwalden
2019-12-09,8,4.2,6,2.5,5.6,Nidwalden
2019-12-10,4.1,-8.8,0.6,0,5.81,Nidwalden
2019-12-11,8,-8.4,1.9,0,1.54,Nidwalden
2019-12-12,3.9,-8,1.3,0.1,1.47,Nidwalden
2019-12-13,4.5,-6.9,1.9,0,8.54,Nidwalden
2019-12-14,9.9,0.7,6.5,1,0.28,Nidwalden
2019-12-15,12.3,1.4,6.3,0,0,Nidwalden
2019-12-16,13.3,5.4,9.2,0,0,Nidwalden
2019-12-17,15,7.1,10.8,0,0,Nidwalden
2019-12-18,14.4,5.5,8.9,0,0,Nidwalden
2019-12-19,14.7,4.7,8.5,0,0,Nidwalden
2019-12-20,15.1,5.4,9.6,10.3,0.42,Nidwalden
2019-12-21,8.3,2.9,6,3.5,1.19,Nidwalden
2019-12-22,7.9,3.7,5.7,3.3,1.68,Nidwalden
2019-12-23,6.7,4.3,5,0.3,8.47,Nidwalden
2019-12-24,9.6,2.9,5.9,3.9,0.28,Nidwalden
2019-12-25,8,4.6,6.4,1.8,1.54,Nidwalden
2019-12-26,8.5,3.3,5.4,0.6,0.07,Nidwalden
2019-12-27,7.7,4.8,5.8,4.2,4.48,Nidwalden
2019-12-28,5.7,1.8,4.1,0.1,0,Nidwalden
2019-12-29,6.7,1.4,3.2,0,0,Nidwalden
2019-12-30,11.7,1,4.8,0,0,Nidwalden
2019-12-31,12.2,1.1,4.9,0,0,Nidwalden
2020-01-01,11.4,0.3,4.4,0,0,Nidwalden
2020-01-02,11,-1,3,0,0,Nidwalden
2020-01-03,11.6,1,5.3,0.9,0,Nidwalden
2020-01-04,6.8,3.1,5.2,0.5,0,Nidwalden
2020-01-05,4.8,-0.2,2.4,0,0,Nidwalden
2020-01-06,12.8,0.2,4.3,0,0,Nidwalden
2020-01-07,8.7,0.6,4.4,0,0,Nidwalden
2020-01-08,11.9,0.3,4.8,0,0,Nidwalden
2020-01-09,13.2,2.2,6.3,0,0,Nidwalden
2020-01-10,10.3,2.3,5.3,0.6,0,Nidwalden
2020-01-11,6.9,0.9,4.5,0.4,0,Nidwalden
2020-01-12,11.5,-0.3,4.1,0,0,Nidwalden
2020-01-13,10,0.3,3.8,0,0,Nidwalden
2020-01-14,11.7,-1.4,3.9,0,0,Nidwalden
2020-01-15,12.8,0.9,5.3,0,0,Nidwalden
2020-01-16,10.4,1.2,5,0,0,Nidwalden
2020-01-17,11.2,0.6,4.9,1.8,0.77,Nidwalden
2020-01-18,5.8,1.7,4,0.8,3.08,Nidwalden
2020-01-19,1.9,-0.8,0.8,0,2.59,Nidwalden
2020-01-20,2.2,-2.6,-0.4,0,0,Nidwalden
2020-01-21,10.4,-2.5,3.4,0,0,Nidwalden
2020-01-22,12.2,0.5,5.5,0,0,Nidwalden
2020-01-23,11.4,-0.5,5,0,0,Nidwalden
2020-01-24,12.4,0.4,4.6,0,0,Nidwalden
2020-01-25,10.2,0.1,4.7,0,0,Nidwalden
2020-01-26,10.6,0.8,4.7,0.4,0,Nidwalden
2020-01-27,10.2,1.8,6.1,0.7,0.14,Nidwalden
2020-01-28,7.8,2.9,5.1,1.5,4.13,Nidwalden
2020-01-29,5.3,2.8,4.1,0,8.82,Nidwalden
2020-01-30,11.5,-2,5.9,1.3,0.21,Nidwalden
2020-01-31,15,6.6,9.8,0.4,0,Nidwalden
2020-02-01,15,3.7,8.9,0.5,0,Nidwalden
2020-02-02,13,5.9,9.9,7.7,0,Nidwalden
2020-02-03,14.3,10.9,12.5,11.3,0,Nidwalden
2020-02-04,14.8,-0.6,5.5,3.4,8.12,Nidwalden
2020-02-05,4,-3.6,1.3,0,2.1,Nidwalden
2020-02-06,7.8,-3.4,1.6,0,0,Nidwalden
2020-02-07,10.5,-2.9,3.4,0,0,Nidwalden
2020-02-08,12.1,-0.8,4.5,0,0,Nidwalden
2020-02-09,12.6,-0.6,5.5,0,0,Nidwalden
2020-02-10,13.1,7.3,9.6,6.2,0,Nidwalden
2020-02-11,9.7,3.4,6.2,3.9,4.41,Nidwalden
2020-02-12,6.8,1.9,4,0,0.14,Nidwalden
2020-02-13,11.3,-0.8,4.5,0.7,3.78,Nidwalden
2020-02-14,8.9,4.1,6.1,1.4,5.67,Nidwalden
2020-02-15,14.3,1.9,7.5,0,0,Nidwalden
2020-02-16,16.7,3.7,8.7,0,0,Nidwalden
2020-02-17,15.3,4.4,8.4,9.7,0,Nidwalden
2020-02-18,8.4,2.6,5.6,1.1,0.07,Nidwalden
2020-02-19,6,1.5,3.8,0,2.17,Nidwalden
2020-02-20,12.2,0.7,5.7,0,0,Nidwalden
2020-02-21,8.9,2.9,5.8,2.3,1.12,Nidwalden
2020-02-22,17.2,1.1,8.6,0,0,Nidwalden
2020-02-23,16.6,5.2,11.2,0,0,Nidwalden
2020-02-24,17.9,6.6,12.8,0,0,Nidwalden
2020-02-25,14.1,3.7,7.8,0.6,0,Nidwalden
2020-02-26,5.7,-3.4,2.2,0.9,5.25,Nidwalden
2020-02-27,6.2,-2.1,2.2,0.3,5.88,Nidwalden
2020-02-28,7.6,-0.7,2.8,0,1.33,Nidwalden
2020-02-29,10.8,2.8,6.2,0.1,1.33,Nidwalden
2020-03-01,12.5,4,7.6,1.5,4.9,Nidwalden
2020-03-02,11,0.9,5.6,2.3,1.96,Nidwalden
2020-03-03,6.9,1.3,4.2,0.2,3.78,Nidwalden
2020-03-04,8,0,3.8,0,0.28,Nidwalden
2020-03-05,8.2,1,4.9,1.1,4.83,Nidwalden
2020-03-06,8.7,3.5,5.3,0,0.77,Nidwalden
2020-03-07,6.8,2.1,3.9,0,3.43,Nidwalden
2020-03-08,10.9,-0.7,5.2,0,0,Nidwalden
2020-03-09,7.6,1.8,5,1.3,3.92,Nidwalden
2020-03-10,9.6,0.3,5.6,3.7,1.47,Nidwalden
2020-03-11,15.7,7.5,11.6,0,0,Nidwalden
2020-03-12,17.9,4.4,11.1,2.9,0,Nidwalden
2020-03-13,11,5.6,7.8,8.3,0.63,Nidwalden
2020-03-14,7.8,3.2,5.6,0,0.28,Nidwalden
2020-03-15,14.9,0.5,7.3,0,0,Nidwalden
2020-03-16,16.1,5.9,10.4,0,0,Nidwalden
2020-03-17,15.7,3.5,9.8,0,0,Nidwalden
2020-03-18,17.4,4.3,10.8,0,0,Nidwalden
2020-03-19,17.9,3.7,11.2,1.3,0,Nidwalden
2020-03-20,16.7,3.4,10.6,0.4,0,Nidwalden
2020-03-21,14.2,3.6,8,1.4,0,Nidwalden
2020-03-22,6.1,1.8,4.1,0,0.56,Nidwalden
2020-03-23,5.8,-1.9,1.6,0,0,Nidwalden
2020-03-24,6,-3.3,1,0,0,Nidwalden
2020-03-25,4.9,-2.2,1.4,0,0.14,Nidwalden
2020-03-26,7.3,-1.7,2.7,0,0,Nidwalden
2020-03-27,12.2,-0.5,6,0,0,Nidwalden
2020-03-28,14.4,2.6,9.1,0,0,Nidwalden
2020-03-29,8.4,2.3,5.3,1.4,5.04,Nidwalden
2020-03-30,2.3,-1.4,0.9,0,5.6,Nidwalden
2020-03-31,6.7,-1.9,1.8,0,0,Nidwalden
2020-04-01,10.4,-2.4,4.4,0,0,Nidwalden
2020-04-02,12.7,-0.1,7.1,0.2,0,Nidwalden
2020-04-03,10.4,3.9,7.8,0,0,Nidwalden
2020-04-04,13.6,4.7,9.3,0,0,Nidwalden
2020-04-05,17.1,1.3,9.7,0,0,Nidwalden
2020-04-06,18.4,4,11.7,0,0,Nidwalden
2020-04-07,19.1,3.4,12.2,0,0,Nidwalden
2020-04-08,19.7,5.4,13.2,0,0,Nidwalden
2020-04-09,19.2,5.5,13.3,0,0,Nidwalden
2020-04-10,20.1,4.5,13.3,0,0,Nidwalden
2020-04-11,20.5,6.3,14.2,0,0,Nidwalden
2020-04-12,20.4,6.7,14.8,0.9,0,Nidwalden
2020-04-13,18.5,7.2,13.8,2.3,0,Nidwalden
2020-04-14,10.7,3.2,7,4.1,0,Nidwalden
2020-04-15,18.3,0.9,10.4,0,0,Nidwalden
2020-04-16,20.5,5.4,13.6,0,0,Nidwalden
2020-04-17,21.2,7.1,15,0.9,0,Nidwalden
2020-04-18,21.8,8.6,15.1,4.8,0,Nidwalden
2020-04-19,19.6,8.3,14.5,0.2,0,Nidwalden
2020-04-20,16.9,11.5,13.8,0,0,Nidwalden
2020-04-21,18.4,10.4,13.9,0,0,Nidwalden
2020-04-22,19.8,8.3,15,0,0,Nidwalden
2020-04-23,20,7.4,14.5,0,0,Nidwalden
2020-04-24,21.3,8.4,15.5,0,0,Nidwalden
2020-04-25,20.1,11,15.3,1.6,0,Nidwalden
2020-04-26,18.7,10.7,14.6,16.4,0,Nidwalden
2020-04-27,20.3,9.3,15.5,0.3,0,Nidwalden
2020-04-28,15.4,10.2,12.8,13.6,0,Nidwalden
2020-04-29,15.2,9.4,11.7,7.1,0,Nidwalden
2020-04-30,14.4,7.6,10.7,7.3,0,Nidwalden
2020-05-01,14.1,7.7,10.9,6.7,0,Nidwalden
2020-05-02,15,8.1,11,20.4,0,Nidwalden
2020-05-03,16.4,7.8,11.8,0.7,0,Nidwalden
2020-05-04,21,8.4,16,0.9,0,Nidwalden
2020-05-05,16.3,11.1,13.7,35,0,Nidwalden
2020-05-06,13.1,9.6,11.2,4.5,0,Nidwalden
2020-05-07,19.9,4.9,14.2,0,0,Nidwalden
2020-05-08,22.6,9.8,17,1.4,0,Nidwalden
2020-05-09,23.6,12.1,17.9,7.1,0,Nidwalden
2020-05-10,23.1,15.2,18.1,7,0,Nidwalden
2020-05-11,16.3,6,13.2,15.3,0.14,Nidwalden
2020-05-12,8.7,3.4,5.8,0.5,2.52,Nidwalden
2020-05-13,14.8,5.1,10.9,4.3,0,Nidwalden
2020-05-14,11,9.1,9.8,5.9,0,Nidwalden
2020-05-15,10.3,8.3,9.4,3.3,0,Nidwalden
2020-05-16,15.3,8,11.8,4.1,0,Nidwalden
2020-05-17,18.6,10.5,14.8,0,0,Nidwalden
2020-05-18,20,7.6,15.9,0,0,Nidwalden
2020-05-19,20.9,12.8,17.2,0,0,Nidwalden
2020-05-20,20.6,14.3,17.7,0.3,0,Nidwalden
2020-05-21,22.6,9.4,18,0,0,Nidwalden
2020-05-22,26.1,10,19.3,0,0,Nidwalden
2020-05-23,24.3,11,16,22.4,0,Nidwalden
2020-05-24,17,8.9,13.2,1.9,0,Nidwalden
2020-05-25,17.7,10,14.1,0,0,Nidwalden
2020-05-26,18.7,11.4,15.1,0,0,Nidwalden
2020-05-27,18.8,8.7,14.6,0,0,Nidwalden
2020-05-28,20.1,8.4,15.1,0.6,0,Nidwalden
2020-05-29,17.6,9.4,13.6,0,0,Nidwalden
2020-05-30,16.9,9.6,13.5,0,0,Nidwalden
2020-05-31,18.3,9.4,14.3,0,0,Nidwalden
2020-06-01,21.5,7.2,16.2,0,0,Nidwalden
2020-06-02,22.4,9.7,18,0,0,Nidwalden
2020-06-03,24.5,10.8,17.8,2.8,0,Nidwalden
2020-06-04,17.4,12.5,14.7,16.1,0,Nidwalden
2020-06-05,16.8,11.5,13.9,3.4,0,Nidwalden
2020-06-06,20.5,10.8,15.8,6.8,0,Nidwalden
2020-06-07,14.7,11.2,12.5,17.5,0,Nidwalden
2020-06-08,15.9,10.5,12.7,2.5,0,Nidwalden
2020-06-09,13.7,10,12.1,6.3,0,Nidwalden
2020-06-10,15.2,12,13.4,28.5,0,Nidwalden
2020-06-11,17.7,12,15.1,0.2,0,Nidwalden
2020-06-12,24.6,12.1,18.1,0,0,Nidwalden
2020-06-13,20.5,13.9,17.1,6.4,0,Nidwalden
2020-06-14,17.3,13.7,14.8,5,0,Nidwalden
2020-06-15,18.4,13.3,15.4,2.4,0,Nidwalden
2020-06-16,19.3,14.3,16.4,3,0,Nidwalden
2020-06-17,16.9,12.2,15,32.7,0,Nidwalden
2020-06-18,19,8.9,14.7,8.9,0,Nidwalden
2020-06-19,16.8,11.6,14.6,2.8,0,Nidwalden
2020-06-20,20,10.4,15.4,1.5,0,Nidwalden
2020-06-21,21.8,13.3,17.6,1.5,0,Nidwalden
2020-06-22,22.1,15.4,18.8,1.4,0,Nidwalden
2020-06-23,24.5,14.2,20.1,0,0,Nidwalden
2020-06-24,24.8,13.2,20.4,0,0,Nidwalden
2020-06-25,25.7,12.8,20.4,3.4,0,Nidwalden
2020-06-26,26.2,17,21.3,0.9,0,Nidwalden
2020-06-27,25.6,15.9,20.4,4.3,0,Nidwalden
2020-06-28,24.3,15.6,20.1,15.5,0,Nidwalden
2020-06-29,21.2,15.9,18.7,30,0,Nidwalden
2020-06-30,24.9,14.2,20.4,0,0,Nidwalden
2020-07-01,27.1,15.4,21.7,2.9,0,Nidwalden
2020-07-02,22.9,16.4,19.7,20.2,0,Nidwalden
2020-07-03,17.6,13.8,16,11,0,Nidwalden
2020-07-04,23.2,11.3,17.9,0,0,Nidwalden
2020-07-05,27.1,14.8,21.4,0,0,Nidwalden
2020-07-06,22,14.6,18.5,5.7,0,Nidwalden
2020-07-07,20,12.2,16.3,0,0,Nidwalden
2020-07-08,25,12.2,19.2,0,0,Nidwalden
2020-07-09,27.9,13.1,21.8,0,0,Nidwalden
2020-07-10,27.3,16.2,21.4,11.7,0,Nidwalden
2020-07-11,18.6,14.8,16.9,25.2,0,Nidwalden
2020-07-12,21,13.1,17.4,0,0,Nidwalden
2020-07-13,21.3,12.2,17.6,0.3,0,Nidwalden
2020-07-14,22.1,13.2,18.4,1.1,0,Nidwalden
2020-07-15,20.1,14.6,17.3,3.7,0,Nidwalden
2020-07-16,18.2,15.6,16.4,8.2,0,Nidwalden
2020-07-17,17.2,14.1,15.8,8.9,0,Nidwalden
2020-07-18,20.9,14.1,17.6,0.5,0,Nidwalden
2020-07-19,23.6,10.2,18.3,0,0,Nidwalden
2020-07-20,27,13.2,21.1,0.2,0,Nidwalden
2020-07-21,26.2,15.4,20.5,14.7,0,Nidwalden
2020-07-22,26.1,17.6,20.5,21,0,Nidwalden
2020-07-23,24.3,16.5,20.4,2.8,0,Nidwalden
2020-07-24,21.6,16.7,18.7,7.9,0,Nidwalden
2020-07-25,24.4,14.7,19.7,0.6,0,Nidwalden
2020-07-26,24.7,16.4,20.3,1.9,0,Nidwalden
2020-07-27,29,15.3,22.6,0,0,Nidwalden
2020-07-28,28.5,18.8,23.2,13.2,0,Nidwalden
2020-07-29,24.2,18.4,21.6,13,0,Nidwalden
2020-07-30,28.4,17.1,23.5,1.4,0,Nidwalden
2020-07-31,31,19.6,25.6,0.1,0,Nidwalden
2020-08-01,28.7,20.4,24.5,4.4,0,Nidwalden
2020-08-02,23.4,17.8,20.9,35.2,0,Nidwalden
2020-08-03,17.9,13.4,16.3,22.8,0,Nidwalden
2020-08-04,16.2,12.9,14.4,21,0,Nidwalden
2020-08-05,19.1,12.3,15.9,0,0,Nidwalden
2020-08-06,23.8,11.7,18.7,0,0,Nidwalden
2020-08-07,26.7,13.4,21.2,0,0,Nidwalden
2020-08-08,27.9,14.9,22.3,0,0,Nidwalden
2020-08-09,27.7,14.9,22.3,0,0,Nidwalden
2020-08-10,28.5,17.2,23.3,1.4,0,Nidwalden
2020-08-11,29.2,17.2,23.5,0.4,0,Nidwalden
2020-08-12,30.6,17.9,23.8,5.4,0,Nidwalden
2020-08-13,25.8,18.7,22.1,2,0,Nidwalden
2020-08-14,22.8,17.9,20.3,6.8,0,Nidwalden
2020-08-15,24.7,15.2,20.5,0.1,0,Nidwalden
2020-08-16,26.6,15.7,21.2,5.6,0,Nidwalden
2020-08-17,22.8,17.2,19.5,27.7,0,Nidwalden
2020-08-18,22,15,18.7,9.9,0,Nidwalden
2020-08-19,24.5,14.2,19.7,0.2,0,Nidwalden
2020-08-20,29,18.4,23.7,0.2,0,Nidwalden
2020-08-21,30.1,19.2,24.7,0,0,Nidwalden
2020-08-22,22.5,18.6,20.8,10,0,Nidwalden
2020-08-23,20.9,17,18.8,7,0,Nidwalden
2020-08-24,20.6,15.6,18,2.3,0,Nidwalden
2020-08-25,24.6,10.8,18.9,0,0,Nidwalden
2020-08-26,26,15.5,20.7,0,0,Nidwalden
2020-08-27,24.4,14.5,19.5,0.1,0,Nidwalden
2020-08-28,23.8,13.8,18.4,15.7,0,Nidwalden
2020-08-29,17.2,13.9,15.2,25.7,0,Nidwalden
2020-08-30,14.1,12.3,13.3,28,0,Nidwalden
2020-08-31,17.4,10.5,14.2,2.4,0,Nidwalden
2020-09-01,17,13,14.4,2.4,0,Nidwalden
2020-09-02,18.2,12.5,15.2,1,0,Nidwalden
2020-09-03,21.8,10.6,16.2,0,0,Nidwalden
2020-09-04,26.1,12.6,19.3,0,0,Nidwalden
2020-09-05,26.4,14.9,20.5,1,0,Nidwalden
2020-09-06,16.8,13.3,15.4,9.5,0,Nidwalden
2020-09-07,16,12.2,13.9,3.6,0,Nidwalden
2020-09-08,21.5,10.1,16.1,0,0,Nidwalden
2020-09-09,25,12.4,19.1,0.2,0,Nidwalden
2020-09-10,21.8,15.1,18.8,0,0,Nidwalden
2020-09-11,22.2,15.9,18.9,1.1,0,Nidwalden
2020-09-12,24.2,13.4,19.1,0.4,0,Nidwalden
2020-09-13,24.5,12.8,19.4,0,0,Nidwalden
2020-09-14,27.1,14.1,20.9,0,0,Nidwalden
2020-09-15,26.2,14.1,20.7,0.1,0,Nidwalden
2020-09-16,26,15.6,20.7,1.2,0,Nidwalden
2020-09-17,23.2,15.7,19.5,0.4,0,Nidwalden
2020-09-18,23.9,15.6,19.8,0,0,Nidwalden
2020-09-19,22.9,14.7,18.1,0,0,Nidwalden
2020-09-20,22.6,13.2,17.7,4.4,0,Nidwalden
2020-09-21,21.9,14.9,18.2,3.6,0,Nidwalden
2020-09-22,21,13.6,16.7,0.4,0,Nidwalden
2020-09-23,20.1,13.8,17,6.6,0,Nidwalden
2020-09-24,20.1,12.1,15.9,6.3,0,Nidwalden
2020-09-25,14.8,7.1,10.4,16.1,0.14,Nidwalden
2020-09-26,10.9,6.4,7.8,6.8,0.56,Nidwalden
2020-09-27,12.2,4.2,8.8,0.9,0,Nidwalden
2020-09-28,13.7,7.6,10.8,1.1,0,Nidwalden
2020-09-29,16.6,11,12.6,6.6,0,Nidwalden
2020-09-30,18,10,13.7,0,0,Nidwalden
2020-10-01,20.4,9.1,13.8,5.8,0,Nidwalden
2020-10-02,19.6,10.9,14.5,20.5,0,Nidwalden
2020-10-03,15.4,7.3,11,47.8,1.05,Nidwalden
2020-10-04,16,7.3,11.3,7,0,Nidwalden
2020-10-05,13.3,8.5,11,4.8,0,Nidwalden
2020-10-06,17.7,8,13,2.8,0,Nidwalden
2020-10-07,13.4,9.2,10.9,7.2,0,Nidwalden
2020-10-08,18.7,7.6,12.7,0,0,Nidwalden
2020-10-09,19.9,8.7,14,0.4,0,Nidwalden
2020-10-10,14,8.7,11.6,12.6,0,Nidwalden
2020-10-11,9.7,5.9,7.6,5.7,1.82,Nidwalden
2020-10-12,8.8,4.5,6.5,2.3,0.63,Nidwalden
2020-10-13,10,1.1,6,0,0,Nidwalden
2020-10-14,8.7,5.4,7.3,0.5,0,Nidwalden
2020-10-15,6.9,5.6,6.1,5.3,0.56,Nidwalden
2020-10-16,9.3,5.6,7.1,3.8,0.07,Nidwalden
2020-10-17,9,7.3,7.9,1.4,0,Nidwalden
2020-10-18,10,7.2,8.1,1,0,Nidwalden
2020-10-19,13.3,5.7,9.1,0,0,Nidwalden
2020-10-20,19.8,5.4,11.2,0,0,Nidwalden
2020-10-21,17.9,10.2,13.4,0,0,Nidwalden
2020-10-22,20,9.5,14.3,0.5,0,Nidwalden
2020-10-23,16.7,12.5,13.9,28.5,0,Nidwalden
2020-10-24,15.6,7.3,12.4,5.8,0,Nidwalden
2020-10-25,18.2,4.8,11.3,0.1,0,Nidwalden
2020-10-26,11.3,4.8,7.2,17.7,7.28,Nidwalden
2020-10-27,11.4,3.6,7,0,0,Nidwalden
2020-10-28,14.7,4.2,9.6,0.9,0,Nidwalden
2020-10-29,12.7,9.5,10.9,8,0,Nidwalden
2020-10-30,17.9,8,12.2,0.3,0,Nidwalden
2020-10-31,21.1,5.6,12,0,0,Nidwalden
2020-11-01,18.2,6.3,12.2,1.3,0,Nidwalden
2020-11-02,22,11.4,16.2,0,0,Nidwalden
2020-11-03,15,9.7,13.3,10.9,0,Nidwalden
2020-11-04,9.5,7.1,7.6,6.7,0,Nidwalden
2020-11-05,8.8,6,7.3,0.1,0,Nidwalden
2020-11-06,15.6,6.3,10.2,0,0,Nidwalden
2020-11-07,19.9,5.9,11.5,0,0,Nidwalden
2020-11-08,17.4,7.3,10.9,0,0,Nidwalden
2020-11-09,16.5,7.2,11.2,0,0,Nidwalden
2020-11-10,14.3,4.6,8.9,0,0,Nidwalden
2020-11-11,12.8,6.1,9,0,0,Nidwalden
2020-11-12,15.4,5.5,9.3,0,0,Nidwalden
2020-11-13,15.6,4.6,9.2,0,0,Nidwalden
2020-11-14,16.4,4.8,9.7,0,0,Nidwalden
2020-11-15,16.9,3.5,9.1,0,0,Nidwalden
2020-11-16,11.7,7.4,9.2,10.4,0,Nidwalden
2020-11-17,11.9,5.5,8.6,0,0,Nidwalden
2020-11-18,18,4.4,9.7,0,0,Nidwalden
2020-11-19,13.5,4.9,7.8,6.7,0,Nidwalden
2020-11-20,5.3,2.2,4.1,0.8,3.64,Nidwalden
2020-11-21,7,-1.2,3.3,0,0,Nidwalden
2020-11-22,11.7,0.6,5.8,0,0,Nidwalden
2020-11-23,11.7,1.1,5.6,0,0,Nidwalden
2020-11-24,13.6,1,5.9,0,0,Nidwalden
2020-11-25,12.9,1.2,5.4,0,0,Nidwalden
2020-11-26,12.7,0.8,5.1,0,0,Nidwalden
2020-11-27,13,-0.2,4.8,0,0,Nidwalden
2020-11-28,10.3,0.6,3.7,0,0,Nidwalden
2020-11-29,2.9,-0.7,0.5,0,0,Nidwalden
2020-11-30,5.3,-0.8,1.3,0,0,Nidwalden
2020-12-01,3.5,-0.2,2.6,0,6.58,Nidwalden
2020-12-02,2.2,0.3,1.4,0.1,0.98,Nidwalden
2020-12-03,4.6,0.3,2.2,0,0.07,Nidwalden
2020-12-04,7.8,0.6,3.5,0,2.66,Nidwalden
2020-12-05,3.1,-1.8,0.6,0.1,7.14,Nidwalden
2020-12-06,2.9,0.6,1.6,0.1,10.5,Nidwalden
2020-12-07,4,-0.4,1.9,0,2.31,Nidwalden
2020-12-08,5.8,-5.3,1.4,0,0.56,Nidwalden
2020-12-09,2.5,0.4,1.4,0,6.3,Nidwalden
2020-12-10,2.3,-6.4,-1.1,0,0.07,Nidwalden
2020-12-11,3.9,-8.4,-2.1,0,0.49,Nidwalden
2020-12-12,5,-0.5,3.2,0.5,7.28,Nidwalden
2020-12-13,5.2,-1.6,3.8,0.3,1.68,Nidwalden
2020-12-14,10.1,-1.5,3.8,0,0,Nidwalden
2020-12-15,10.8,1.3,5.4,0.6,0,Nidwalden
2020-12-16,10.8,2.8,5.9,0.6,0.07,Nidwalden
2020-12-17,10.6,1.2,4.5,0,0,Nidwalden
2020-12-18,10.8,2.3,5.2,0,0,Nidwalden
2020-12-19,11.4,1.8,6.1,0,0,Nidwalden
2020-12-20,11.1,3.1,6.2,0.1,0,Nidwalden
2020-12-21,8.5,3,6.3,2.6,0,Nidwalden
2020-12-22,14.5,5.3,9.6,1.6,0,Nidwalden
2020-12-23,15.4,4.4,8.6,0.3,0,Nidwalden
2020-12-24,10.1,5.4,7.6,16.6,2.38,Nidwalden
2020-12-25,4.1,-1.1,1,0,12.11,Nidwalden
