"time","temperature_2m_max","temperature_2m_min","temperature_2m_mean","rain_sum","snowfall_sum","date","canton","capital"
"2018-09-27",23.7,7,15,0,0,2018-09-27,"Basel-City","Basel-City"
"2018-09-28",23.4,9.6,16.4,0,0,2018-09-28,"Basel-City","Basel-City"
"2018-09-29",19.9,8.9,14,0,0,2018-09-29,"Basel-City","Basel-City"
"2018-09-30",22.3,7.7,15.2,0.7,0,2018-09-30,"Basel-City","Basel-City"
"2018-10-01",15.2,7.6,10.7,6.1,0,2018-10-01,"Basel-City","Basel-City"
"2018-10-02",13.2,6.4,9.8,0.6,0,2018-10-02,"Basel-City","Basel-City"
"2018-10-03",17.4,10.1,13.1,0,0,2018-10-03,"Basel-City","Basel-City"
"2018-10-04",18.7,8.8,12.9,0,0,2018-10-04,"Basel-City","Basel-City"
"2018-10-05",23.4,8.8,14.8,0,0,2018-10-05,"Basel-City","Basel-City"
"2018-10-06",24,11,17.2,0,0,2018-10-06,"Basel-City","Basel-City"
"2018-10-07",20.4,11.4,16.1,0.4,0,2018-10-07,"Basel-City","Basel-City"
"2018-10-08",19.3,9.8,13.9,0,0,2018-10-08,"Basel-City","Basel-City"
"2018-10-09",21.1,9.9,14.8,0,0,2018-10-09,"Basel-City","Basel-City"
"2018-10-10",21.3,11.4,15.3,0,0,2018-10-10,"Basel-City","Basel-City"
"2018-10-11",20.6,9.3,14.7,0.4,0,2018-10-11,"Basel-City","Basel-City"
"2018-10-12",24.7,11.1,16.8,0,0,2018-10-12,"Basel-City","Basel-City"
"2018-10-13",24.3,10.4,16.3,0,0,2018-10-13,"Basel-City","Basel-City"
"2018-10-14",23.9,10.4,15.9,0,0,2018-10-14,"Basel-City","Basel-City"
"2018-10-15",23.3,8.8,15.8,0,0,2018-10-15,"Basel-City","Basel-City"
"2018-10-16",22.6,8.1,14.8,0,0,2018-10-16,"Basel-City","Basel-City"
"2018-10-17",21,7.4,14.6,0,0,2018-10-17,"Basel-City","Basel-City"
"2018-10-18",19,7.9,13.2,0,0,2018-10-18,"Basel-City","Basel-City"
"2018-10-19",17.2,8.1,12.3,0,0,2018-10-19,"Basel-City","Basel-City"
"2018-10-20",16.2,7.1,11.4,0,0,2018-10-20,"Basel-City","Basel-City"
"2018-10-21",15.2,7.4,10.3,0,0,2018-10-21,"Basel-City","Basel-City"
"2018-10-22",14.3,3.3,8.7,0,0,2018-10-22,"Basel-City","Basel-City"
"2018-10-23",15.7,4.5,9.7,0,0,2018-10-23,"Basel-City","Basel-City"
"2018-10-24",14.4,9.2,11.4,0,0,2018-10-24,"Basel-City","Basel-City"
"2018-10-25",17.7,7.3,12,0,0,2018-10-25,"Basel-City","Basel-City"
"2018-10-26",14.6,5.5,9.7,0,0,2018-10-26,"Basel-City","Basel-City"
"2018-10-27",9.4,5.9,7.6,12.9,0,2018-10-27,"Basel-City","Basel-City"
"2018-10-28",6.2,4.2,5,13.4,0.35,2018-10-28,"Basel-City","Basel-City"
"2018-10-29",7,3.6,4.8,9.3,0,2018-10-29,"Basel-City","Basel-City"
"2018-10-30",8.4,1.8,5.8,5.2,0,2018-10-30,"Basel-City","Basel-City"
"2018-10-31",11.8,1.6,6.2,0,0,2018-10-31,"Basel-City","Basel-City"
"2018-11-01",14.7,2.1,8.1,2.1,0,2018-11-01,"Basel-City","Basel-City"
"2018-11-02",11.9,4.9,8.5,0.2,0,2018-11-02,"Basel-City","Basel-City"
"2018-11-03",11.2,6.2,8.6,0,0,2018-11-03,"Basel-City","Basel-City"
"2018-11-04",12.6,6.4,8.9,0,0,2018-11-04,"Basel-City","Basel-City"
"2018-11-05",15.3,6.8,10,0,0,2018-11-05,"Basel-City","Basel-City"
"2018-11-06",15.6,5.5,9.6,0,0,2018-11-06,"Basel-City","Basel-City"
"2018-11-07",15.5,6,10.9,1.9,0,2018-11-07,"Basel-City","Basel-City"
"2018-11-08",13.1,8.9,10.5,4.8,0,2018-11-08,"Basel-City","Basel-City"
"2018-11-09",13.6,7.2,9.6,0,0,2018-11-09,"Basel-City","Basel-City"
"2018-11-10",13.1,7.1,9.7,1.6,0,2018-11-10,"Basel-City","Basel-City"
"2018-11-11",14.3,8.8,10.8,6.5,0,2018-11-11,"Basel-City","Basel-City"
"2018-11-12",16.7,7.6,11.3,1.6,0,2018-11-12,"Basel-City","Basel-City"
"2018-11-13",12,6.2,9.7,3.4,0,2018-11-13,"Basel-City","Basel-City"
"2018-11-14",11.5,4.5,7.6,0,0,2018-11-14,"Basel-City","Basel-City"
"2018-11-15",10.6,6.2,7.7,0,0,2018-11-15,"Basel-City","Basel-City"
"2018-11-16",8.6,1.7,5.7,0,0,2018-11-16,"Basel-City","Basel-City"
"2018-11-17",6.6,0.4,3.1,0,0,2018-11-17,"Basel-City","Basel-City"
"2018-11-18",4.7,-1.7,1.3,0,0,2018-11-18,"Basel-City","Basel-City"
"2018-11-19",3.5,-1.2,0.3,0.5,0.77,2018-11-19,"Basel-City","Basel-City"
"2018-11-20",4.4,-1.6,1,0,0.07,2018-11-20,"Basel-City","Basel-City"
"2018-11-21",4.8,-2.2,1.7,0.1,0,2018-11-21,"Basel-City","Basel-City"
"2018-11-22",8.2,-1.2,3,0,0,2018-11-22,"Basel-City","Basel-City"
"2018-11-23",5.7,1.7,3.5,2.4,0,2018-11-23,"Basel-City","Basel-City"
"2018-11-24",11.3,2.8,6.1,5.5,0,2018-11-24,"Basel-City","Basel-City"
"2018-11-25",7.7,1.3,4.5,0,0,2018-11-25,"Basel-City","Basel-City"
"2018-11-26",5.4,3.9,4.5,2.1,0,2018-11-26,"Basel-City","Basel-City"
"2018-11-27",5.3,1.7,3.8,4,0,2018-11-27,"Basel-City","Basel-City"
"2018-11-28",6.4,0.7,3.2,0.2,0,2018-11-28,"Basel-City","Basel-City"
"2018-11-29",9.6,2.5,5.2,0.1,0,2018-11-29,"Basel-City","Basel-City"
"2018-11-30",7.8,1.5,5.1,3.9,0,2018-11-30,"Basel-City","Basel-City"
"2018-12-01",10.1,0.8,5.9,0.8,0,2018-12-01,"Basel-City","Basel-City"
"2018-12-02",11.5,5.5,9.3,15.2,0,2018-12-02,"Basel-City","Basel-City"
"2018-12-03",13.9,10,12,11.7,0,2018-12-03,"Basel-City","Basel-City"
"2018-12-04",11.3,7.7,9.5,4.5,0,2018-12-04,"Basel-City","Basel-City"
"2018-12-05",11,6.2,8.2,0.3,0,2018-12-05,"Basel-City","Basel-City"
"2018-12-06",11.5,6.9,8.9,3.4,0,2018-12-06,"Basel-City","Basel-City"
"2018-12-07",13.1,7.8,10.5,3.2,0,2018-12-07,"Basel-City","Basel-City"
"2018-12-08",9,5,6.6,4.6,0.28,2018-12-08,"Basel-City","Basel-City"
"2018-12-09",10.7,5.9,7.9,16.9,0,2018-12-09,"Basel-City","Basel-City"
"2018-12-10",6.4,3.8,5.1,1.1,0,2018-12-10,"Basel-City","Basel-City"
"2018-12-11",5.1,1.1,3.2,2.8,0,2018-12-11,"Basel-City","Basel-City"
"2018-12-12",3.2,-2.2,0,0,0,2018-12-12,"Basel-City","Basel-City"
"2018-12-13",2.4,-2.1,0,0,0,2018-12-13,"Basel-City","Basel-City"
"2018-12-14",1.6,-3.4,-0.5,0,0,2018-12-14,"Basel-City","Basel-City"
"2018-12-15",1.3,-3,-0.9,0,0,2018-12-15,"Basel-City","Basel-City"
"2018-12-16",7.3,-0.9,2.1,1.9,2.94,2018-12-16,"Basel-City","Basel-City"
"2018-12-17",7.1,-0.8,3.5,1,0,2018-12-17,"Basel-City","Basel-City"
"2018-12-18",4.2,-1.4,0.8,0,0,2018-12-18,"Basel-City","Basel-City"
"2018-12-19",6.3,0.1,3.7,6.7,0,2018-12-19,"Basel-City","Basel-City"
"2018-12-20",8,1.9,4.9,1.4,0,2018-12-20,"Basel-City","Basel-City"
"2018-12-21",11.6,4.7,8.5,15,0,2018-12-21,"Basel-City","Basel-City"
"2018-12-22",12.1,8.4,10.6,3.3,0,2018-12-22,"Basel-City","Basel-City"
"2018-12-23",12.1,7.9,9.6,9.1,0,2018-12-23,"Basel-City","Basel-City"
"2018-12-24",12,1.4,7.6,13.9,0,2018-12-24,"Basel-City","Basel-City"
"2018-12-25",3,-2.3,0.7,0,0,2018-12-25,"Basel-City","Basel-City"
"2018-12-26",3.3,-3.6,-1,0,0,2018-12-26,"Basel-City","Basel-City"
"2018-12-27",4.5,-2.7,-0.1,0,0,2018-12-27,"Basel-City","Basel-City"
"2018-12-28",4.5,-2.2,0.7,0.1,0,2018-12-28,"Basel-City","Basel-City"
"2018-12-29",2,-0.5,0.6,0,0,2018-12-29,"Basel-City","Basel-City"
"2018-12-30",5.5,1,3.4,0.9,0,2018-12-30,"Basel-City","Basel-City"
"2018-12-31",6.9,2.9,5,0.2,0,2018-12-31,"Basel-City","Basel-City"
"2019-01-01",6.4,1.6,4.2,0,0,2019-01-01,"Basel-City","Basel-City"
"2019-01-02",5.2,-0.2,3,1.9,0.21,2019-01-02,"Basel-City","Basel-City"
"2019-01-03",2.6,-3.1,-0.5,0,0.21,2019-01-03,"Basel-City","Basel-City"
"2019-01-04",2.5,-1.8,0,0,0,2019-01-04,"Basel-City","Basel-City"
"2019-01-05",2.8,0.1,1.6,1.1,0.28,2019-01-05,"Basel-City","Basel-City"
"2019-01-06",4.5,2.3,3.1,1,0,2019-01-06,"Basel-City","Basel-City"
"2019-01-07",4.5,2.3,3,0.8,0,2019-01-07,"Basel-City","Basel-City"
"2019-01-08",5.8,2.2,3.9,2.1,0.07,2019-01-08,"Basel-City","Basel-City"
"2019-01-09",2.6,0.3,1.8,1,1.54,2019-01-09,"Basel-City","Basel-City"
"2019-01-10",0.7,-2.8,-0.2,0,1.33,2019-01-10,"Basel-City","Basel-City"
"2019-01-11",1.2,-2.7,-0.8,0,0.91,2019-01-11,"Basel-City","Basel-City"
"2019-01-12",5,0.4,2.7,1.9,0.49,2019-01-12,"Basel-City","Basel-City"
"2019-01-13",7.6,3.8,5.7,8.8,0,2019-01-13,"Basel-City","Basel-City"
"2019-01-14",7.6,2.9,4.9,5.9,0,2019-01-14,"Basel-City","Basel-City"
"2019-01-15",6.4,-1,2.8,0.7,0.07,2019-01-15,"Basel-City","Basel-City"
"2019-01-16",7.8,-2.5,1,0,0,2019-01-16,"Basel-City","Basel-City"
"2019-01-17",7.2,-1,3.8,2,0,2019-01-17,"Basel-City","Basel-City"
"2019-01-18",3.2,-1.5,0.7,0.6,0.21,2019-01-18,"Basel-City","Basel-City"
"2019-01-19",2.9,-4.1,-1.4,0,0,2019-01-19,"Basel-City","Basel-City"
"2019-01-20",2.7,-2.6,-0.7,0,0.98,2019-01-20,"Basel-City","Basel-City"
"2019-01-21",-0.8,-3.4,-1.9,0,0,2019-01-21,"Basel-City","Basel-City"
"2019-01-22",2.4,-4.4,-1.5,0,0,2019-01-22,"Basel-City","Basel-City"
"2019-01-23",2.4,-3.9,-0.9,0,0.35,2019-01-23,"Basel-City","Basel-City"
"2019-01-24",-0.2,-3.5,-1.9,0,0,2019-01-24,"Basel-City","Basel-City"
"2019-01-25",0.6,-3.3,-1.6,0,0,2019-01-25,"Basel-City","Basel-City"
"2019-01-26",5.5,-0.3,2.6,0,0.35,2019-01-26,"Basel-City","Basel-City"
"2019-01-27",8.9,2.2,5.2,5.1,0,2019-01-27,"Basel-City","Basel-City"
"2019-01-28",3.6,0.9,2,0.9,0.77,2019-01-28,"Basel-City","Basel-City"
"2019-01-29",4.3,-1.1,1.2,0,0.21,2019-01-29,"Basel-City","Basel-City"
"2019-01-30",3.7,-3,1,0.3,0.35,2019-01-30,"Basel-City","Basel-City"
"2019-01-31",3.9,-1.6,1.2,0,2.73,2019-01-31,"Basel-City","Basel-City"
"2019-02-01",5,1,3.3,10.3,0.56,2019-02-01,"Basel-City","Basel-City"
"2019-02-02",7.8,0.8,4.2,0.2,0,2019-02-02,"Basel-City","Basel-City"
"2019-02-03",4,0.2,1.8,3.2,1.61,2019-02-03,"Basel-City","Basel-City"
"2019-02-04",3.5,-4.5,-0.5,0,0,2019-02-04,"Basel-City","Basel-City"
"2019-02-05",5.1,-4.1,-0.7,0,0,2019-02-05,"Basel-City","Basel-City"
"2019-02-06",6.6,-4.2,-0.6,0,0,2019-02-06,"Basel-City","Basel-City"
"2019-02-07",5.1,-3.6,1.5,4.6,0,2019-02-07,"Basel-City","Basel-City"
"2019-02-08",8.8,0.4,3.7,0.1,0,2019-02-08,"Basel-City","Basel-City"
"2019-02-09",10.3,0.9,6.8,0.6,0,2019-02-09,"Basel-City","Basel-City"
"2019-02-10",12.1,3.7,7.5,11.8,0,2019-02-10,"Basel-City","Basel-City"
"2019-02-11",5.7,1.9,3.4,2.8,0.21,2019-02-11,"Basel-City","Basel-City"
"2019-02-12",5.4,-1.7,2.2,0.5,0,2019-02-12,"Basel-City","Basel-City"
"2019-02-13",8.9,-2.9,1.5,0,0,2019-02-13,"Basel-City","Basel-City"
"2019-02-14",12.7,-2,2.7,0,0,2019-02-14,"Basel-City","Basel-City"
"2019-02-15",13.5,-1.6,4.2,0,0,2019-02-15,"Basel-City","Basel-City"
"2019-02-16",15.7,-1.3,4.2,0,0,2019-02-16,"Basel-City","Basel-City"
"2019-02-17",16.3,-0.8,4.7,0,0,2019-02-17,"Basel-City","Basel-City"
"2019-02-18",14.6,-1.4,3.8,0,0,2019-02-18,"Basel-City","Basel-City"
"2019-02-19",11.8,-1.9,4.7,0,0,2019-02-19,"Basel-City","Basel-City"
"2019-02-20",12.5,0.4,5.9,0,0,2019-02-20,"Basel-City","Basel-City"
"2019-02-21",14.8,-0.3,6.2,0,0,2019-02-21,"Basel-City","Basel-City"
"2019-02-22",11.9,4.4,7.9,0,0,2019-02-22,"Basel-City","Basel-City"
"2019-02-23",11.9,1.5,6.1,0,0,2019-02-23,"Basel-City","Basel-City"
"2019-02-24",10.7,-2.3,4.4,0,0,2019-02-24,"Basel-City","Basel-City"
"2019-02-25",12.5,-0.3,5.2,0,0,2019-02-25,"Basel-City","Basel-City"
"2019-02-26",14.5,0.8,6.7,0,0,2019-02-26,"Basel-City","Basel-City"
"2019-02-27",16.1,1.2,7.5,0,0,2019-02-27,"Basel-City","Basel-City"
"2019-02-28",16.8,0.6,8.2,0,0,2019-02-28,"Basel-City","Basel-City"
"2019-03-01",9.4,6.2,7.5,13.3,0,2019-03-01,"Basel-City","Basel-City"
"2019-03-02",10.5,5.5,7.4,0.7,0,2019-03-02,"Basel-City","Basel-City"
"2019-03-03",14.6,5.7,9.7,0,0,2019-03-03,"Basel-City","Basel-City"
"2019-03-04",13.4,5.3,9.5,1.8,0,2019-03-04,"Basel-City","Basel-City"
"2019-03-05",10.8,4.7,7.4,0.4,0,2019-03-05,"Basel-City","Basel-City"
"2019-03-06",15.9,3.8,8.7,0,0,2019-03-06,"Basel-City","Basel-City"
"2019-03-07",11.3,5.2,8,9.5,0,2019-03-07,"Basel-City","Basel-City"
"2019-03-08",10.9,5.6,7.7,1.7,0,2019-03-08,"Basel-City","Basel-City"
"2019-03-09",11.8,6.9,9.1,5.8,0.07,2019-03-09,"Basel-City","Basel-City"
"2019-03-10",13.6,7.5,10.8,9,0,2019-03-10,"Basel-City","Basel-City"
"2019-03-11",6.8,2.2,4.4,3.9,0.63,2019-03-11,"Basel-City","Basel-City"
"2019-03-12",11.6,-0.3,5.6,0,0,2019-03-12,"Basel-City","Basel-City"
"2019-03-13",12.5,3.1,6.2,6.9,0.21,2019-03-13,"Basel-City","Basel-City"
"2019-03-14",7.3,3.6,5.2,13.2,0,2019-03-14,"Basel-City","Basel-City"
"2019-03-15",11.3,6.9,9.4,9.5,0,2019-03-15,"Basel-City","Basel-City"
"2019-03-16",14.8,4.2,10.6,0.4,0,2019-03-16,"Basel-City","Basel-City"
"2019-03-17",16.1,2.4,7.4,2.8,0,2019-03-17,"Basel-City","Basel-City"
"2019-03-18",8.2,1.4,4.8,0.6,0,2019-03-18,"Basel-City","Basel-City"
"2019-03-19",8.8,-2.1,3.7,0.3,0,2019-03-19,"Basel-City","Basel-City"
"2019-03-20",11.4,-2.1,4.4,0,0,2019-03-20,"Basel-City","Basel-City"
"2019-03-21",11.6,-2.1,5.3,0,0,2019-03-21,"Basel-City","Basel-City"
"2019-03-22",16.3,0.5,7.7,0,0,2019-03-22,"Basel-City","Basel-City"
"2019-03-23",17.4,2.7,9.5,0,0,2019-03-23,"Basel-City","Basel-City"
"2019-03-24",16.9,3.3,9.6,0,0,2019-03-24,"Basel-City","Basel-City"
"2019-03-25",9.5,3,7.3,0.4,0,2019-03-25,"Basel-City","Basel-City"
"2019-03-26",8.8,2.4,4.8,0.2,0,2019-03-26,"Basel-City","Basel-City"
"2019-03-27",11.1,0,5.7,0,0,2019-03-27,"Basel-City","Basel-City"
"2019-03-28",15,-0.5,7.2,0,0,2019-03-28,"Basel-City","Basel-City"
"2019-03-29",16.5,1.7,9.2,0,0,2019-03-29,"Basel-City","Basel-City"
"2019-03-30",17.9,2.1,9.9,0,0,2019-03-30,"Basel-City","Basel-City"
"2019-03-31",18.9,5.2,11.9,0,0,2019-03-31,"Basel-City","Basel-City"
"2019-04-01",16.6,2.7,9.7,0,0,2019-04-01,"Basel-City","Basel-City"
"2019-04-02",19.4,5.4,12.5,0,0,2019-04-02,"Basel-City","Basel-City"
"2019-04-03",11.7,3.5,7.5,18.3,0,2019-04-03,"Basel-City","Basel-City"
"2019-04-04",4.3,1,2.8,15.2,4.48,2019-04-04,"Basel-City","Basel-City"
"2019-04-05",9.8,0,4.9,0,0,2019-04-05,"Basel-City","Basel-City"
"2019-04-06",14.1,0.9,7.7,0,0,2019-04-06,"Basel-City","Basel-City"
"2019-04-07",11.1,5.9,8.3,9.9,0,2019-04-07,"Basel-City","Basel-City"
"2019-04-08",12.9,6,9.1,0.6,0,2019-04-08,"Basel-City","Basel-City"
"2019-04-09",13.4,5.7,9.1,1.5,0,2019-04-09,"Basel-City","Basel-City"
"2019-04-10",11.5,5.1,8,5.7,0,2019-04-10,"Basel-City","Basel-City"
"2019-04-11",11.3,4.4,7.8,8.3,0,2019-04-11,"Basel-City","Basel-City"
"2019-04-12",10.9,1.6,6,0,0,2019-04-12,"Basel-City","Basel-City"
"2019-04-13",7.4,2.5,4.2,1,0.07,2019-04-13,"Basel-City","Basel-City"
"2019-04-14",6.1,1.1,3.5,1.1,0,2019-04-14,"Basel-City","Basel-City"
"2019-04-15",14.2,-0.4,6.7,0,0,2019-04-15,"Basel-City","Basel-City"
"2019-04-16",15.3,3.1,9.3,1.6,0,2019-04-16,"Basel-City","Basel-City"
"2019-04-17",16.9,8.1,11.9,0.8,0,2019-04-17,"Basel-City","Basel-City"
"2019-04-18",20.3,6,13,0,0,2019-04-18,"Basel-City","Basel-City"
"2019-04-19",21.9,6.5,14.2,0,0,2019-04-19,"Basel-City","Basel-City"
"2019-04-20",22,7.8,14.7,0,0,2019-04-20,"Basel-City","Basel-City"
"2019-04-21",20.9,8.4,15.1,0,0,2019-04-21,"Basel-City","Basel-City"
"2019-04-22",22.1,7,15.4,0,0,2019-04-22,"Basel-City","Basel-City"
"2019-04-23",21.7,10,16,0,0,2019-04-23,"Basel-City","Basel-City"
"2019-04-24",21.7,8.5,13.7,13.4,0,2019-04-24,"Basel-City","Basel-City"
"2019-04-25",22.8,6.6,12.8,0.4,0,2019-04-25,"Basel-City","Basel-City"
"2019-04-26",12.3,7.1,9.3,10,0,2019-04-26,"Basel-City","Basel-City"
"2019-04-27",12.1,6.1,8.9,6.3,0,2019-04-27,"Basel-City","Basel-City"
"2019-04-28",10.6,4.6,7,3.2,0,2019-04-28,"Basel-City","Basel-City"
"2019-04-29",12.3,3.4,7.9,0.7,0,2019-04-29,"Basel-City","Basel-City"
"2019-04-30",13.2,6,9.5,0,0,2019-04-30,"Basel-City","Basel-City"
"2019-05-01",17.9,4.3,12.1,0,0,2019-05-01,"Basel-City","Basel-City"
"2019-05-02",17.5,5.7,10.7,4.6,0,2019-05-02,"Basel-City","Basel-City"
"2019-05-03",11.5,7.4,9.4,6.8,0,2019-05-03,"Basel-City","Basel-City"
"2019-05-04",11.6,2.5,6.1,6.2,1.05,2019-05-04,"Basel-City","Basel-City"
"2019-05-05",9.3,1.2,5,0.6,0,2019-05-05,"Basel-City","Basel-City"
"2019-05-06",10.7,-0.4,5.9,0,0,2019-05-06,"Basel-City","Basel-City"
"2019-05-07",14.6,1.3,8.7,0,0,2019-05-07,"Basel-City","Basel-City"
"2019-05-08",13,8.4,10.5,17.6,0,2019-05-08,"Basel-City","Basel-City"
"2019-05-09",15.4,6.4,11.1,0.9,0,2019-05-09,"Basel-City","Basel-City"
"2019-05-10",15.6,7.8,12.1,1.3,0,2019-05-10,"Basel-City","Basel-City"
"2019-05-11",15.9,8.1,11.7,6.2,0,2019-05-11,"Basel-City","Basel-City"
"2019-05-12",12.7,5.5,9.4,2.3,0,2019-05-12,"Basel-City","Basel-City"
"2019-05-13",15.2,3.7,9.8,0,0,2019-05-13,"Basel-City","Basel-City"
"2019-05-14",16.3,3.8,9.7,0,0,2019-05-14,"Basel-City","Basel-City"
"2019-05-15",13.3,3.8,9.1,0,0,2019-05-15,"Basel-City","Basel-City"
"2019-05-16",13.2,3.6,8.9,0,0,2019-05-16,"Basel-City","Basel-City"
"2019-05-17",18.3,6.1,11.8,0.8,0,2019-05-17,"Basel-City","Basel-City"
"2019-05-18",16.5,9.6,13,3.6,0,2019-05-18,"Basel-City","Basel-City"
"2019-05-19",16.5,10.3,13.3,7.7,0,2019-05-19,"Basel-City","Basel-City"
"2019-05-20",15.6,11.6,13,19.5,0,2019-05-20,"Basel-City","Basel-City"
"2019-05-21",14.6,10.8,12.5,3.3,0,2019-05-21,"Basel-City","Basel-City"
"2019-05-22",18.5,8.6,13.9,0.5,0,2019-05-22,"Basel-City","Basel-City"
"2019-05-23",20.5,7.8,14.5,0,0,2019-05-23,"Basel-City","Basel-City"
"2019-05-24",21.4,10.3,16.1,0.2,0,2019-05-24,"Basel-City","Basel-City"
"2019-05-25",19.5,12.9,15.7,4.2,0,2019-05-25,"Basel-City","Basel-City"
"2019-05-26",20.5,9.6,15.5,0.1,0,2019-05-26,"Basel-City","Basel-City"
"2019-05-27",20,11.6,15.9,1.2,0,2019-05-27,"Basel-City","Basel-City"
"2019-05-28",15.2,10.1,13.1,10,0,2019-05-28,"Basel-City","Basel-City"
"2019-05-29",16,8.6,12.2,3.5,0,2019-05-29,"Basel-City","Basel-City"
"2019-05-30",19.7,6.4,14,0,0,2019-05-30,"Basel-City","Basel-City"
"2019-05-31",22.8,12.5,17.4,0,0,2019-05-31,"Basel-City","Basel-City"
"2019-06-01",25.4,11.4,18.9,0,0,2019-06-01,"Basel-City","Basel-City"
"2019-06-02",28,13.2,21.1,0,0,2019-06-02,"Basel-City","Basel-City"
"2019-06-03",26.8,15.5,21.2,0,0,2019-06-03,"Basel-City","Basel-City"
"2019-06-04",29.3,14.7,22,0.3,0,2019-06-04,"Basel-City","Basel-City"
"2019-06-05",27.2,16.3,21.8,6.1,0,2019-06-05,"Basel-City","Basel-City"
"2019-06-06",17.4,10.7,12.6,5.9,0,2019-06-06,"Basel-City","Basel-City"
"2019-06-07",23.8,9.4,15.8,4,0,2019-06-07,"Basel-City","Basel-City"
"2019-06-08",20.6,11.9,15.9,0.3,0,2019-06-08,"Basel-City","Basel-City"
"2019-06-09",20.8,10.2,15.2,4.6,0,2019-06-09,"Basel-City","Basel-City"
"2019-06-10",18.5,13.1,15.9,19,0,2019-06-10,"Basel-City","Basel-City"
"2019-06-11",17.5,12.1,14.5,6.4,0,2019-06-11,"Basel-City","Basel-City"
"2019-06-12",18.2,12.3,14.8,9.4,0,2019-06-12,"Basel-City","Basel-City"
"2019-06-13",21.4,12.7,16.9,0.1,0,2019-06-13,"Basel-City","Basel-City"
"2019-06-14",22.9,13.3,18.2,0.1,0,2019-06-14,"Basel-City","Basel-City"
"2019-06-15",21.8,14.9,18.5,2.1,0,2019-06-15,"Basel-City","Basel-City"
"2019-06-16",21.1,13.6,17.5,3.2,0,2019-06-16,"Basel-City","Basel-City"
"2019-06-17",25.2,11.6,19.1,0.2,0,2019-06-17,"Basel-City","Basel-City"
"2019-06-18",26.9,14.8,21.3,0,0,2019-06-18,"Basel-City","Basel-City"
"2019-06-19",28.1,15.9,22.5,0.3,0,2019-06-19,"Basel-City","Basel-City"
"2019-06-20",22.5,17.3,19.9,1.4,0,2019-06-20,"Basel-City","Basel-City"
"2019-06-21",23.1,14.1,18.7,0.4,0,2019-06-21,"Basel-City","Basel-City"
"2019-06-22",21.3,14.9,17.8,12.8,0,2019-06-22,"Basel-City","Basel-City"
"2019-06-23",25.9,15.9,20.3,0,0,2019-06-23,"Basel-City","Basel-City"
"2019-06-24",29.9,17.1,23,0,0,2019-06-24,"Basel-City","Basel-City"
"2019-06-25",32.9,19,25.8,0,0,2019-06-25,"Basel-City","Basel-City"
"2019-06-26",34.2,20.2,27.5,0,0,2019-06-26,"Basel-City","Basel-City"
"2019-06-27",32.1,21.1,26.9,0,0,2019-06-27,"Basel-City","Basel-City"
"2019-06-28",29,18.5,24.1,0,0,2019-06-28,"Basel-City","Basel-City"
"2019-06-29",31.6,15.8,24.3,0,0,2019-06-29,"Basel-City","Basel-City"
"2019-06-30",35,18.2,27.4,0,0,2019-06-30,"Basel-City","Basel-City"
"2019-07-01",32.5,21,26.2,9.1,0,2019-07-01,"Basel-City","Basel-City"
"2019-07-02",27.6,18.9,23,0.8,0,2019-07-02,"Basel-City","Basel-City"
"2019-07-03",27.8,16.9,21.8,0,0,2019-07-03,"Basel-City","Basel-City"
"2019-07-04",28.5,15.5,22.3,0,0,2019-07-04,"Basel-City","Basel-City"
"2019-07-05",30.7,15.6,23.9,0,0,2019-07-05,"Basel-City","Basel-City"
"2019-07-06",32.1,15.2,23.1,1.5,0,2019-07-06,"Basel-City","Basel-City"
"2019-07-07",27.7,19.2,22.7,4.6,0,2019-07-07,"Basel-City","Basel-City"
"2019-07-08",20.6,15,18.2,0.4,0,2019-07-08,"Basel-City","Basel-City"
"2019-07-09",22.6,12.9,17.4,0,0,2019-07-09,"Basel-City","Basel-City"
"2019-07-10",23.4,12.3,18.1,0,0,2019-07-10,"Basel-City","Basel-City"
"2019-07-11",21.3,14.6,17.8,1.9,0,2019-07-11,"Basel-City","Basel-City"
"2019-07-12",25.2,13.5,19.9,2.2,0,2019-07-12,"Basel-City","Basel-City"
"2019-07-13",23,14.2,19,2.1,0,2019-07-13,"Basel-City","Basel-City"
"2019-07-14",23.1,13.7,17.8,6.9,0,2019-07-14,"Basel-City","Basel-City"
"2019-07-15",21.3,12.3,17,3.3,0,2019-07-15,"Basel-City","Basel-City"
"2019-07-16",25.8,12.1,19.1,0,0,2019-07-16,"Basel-City","Basel-City"
"2019-07-17",28.2,13.2,21.2,0,0,2019-07-17,"Basel-City","Basel-City"
"2019-07-18",27.8,15.2,22.3,0,0,2019-07-18,"Basel-City","Basel-City"
"2019-07-19",28.5,18,23.3,0.1,0,2019-07-19,"Basel-City","Basel-City"
"2019-07-20",31.7,16.3,24.8,0,0,2019-07-20,"Basel-City","Basel-City"
"2019-07-21",28.8,19.6,23.7,12,0,2019-07-21,"Basel-City","Basel-City"
"2019-07-22",31.6,18.3,25.3,0,0,2019-07-22,"Basel-City","Basel-City"
"2019-07-23",34.5,17.4,26.4,0,0,2019-07-23,"Basel-City","Basel-City"
"2019-07-24",36.6,19.7,28.9,0,0,2019-07-24,"Basel-City","Basel-City"
"2019-07-25",37.2,20.2,29.6,0,0,2019-07-25,"Basel-City","Basel-City"
"2019-07-26",34.8,22.8,29.2,0.1,0,2019-07-26,"Basel-City","Basel-City"
